cell_type,rank,RES
Fibroblast,657,0.7217764534196481
Fibroblast,658,0.7217588663637213
Fibroblast,659,0.7217412793077945
Fibroblast,660,0.7217236922518677
Fibroblast,661,0.7217061051959409
Fibroblast,662,0.7216885181400141
Fibroblast,663,0.7216709310840873
Fibroblast,664,0.7216533440281605
Fibroblast,665,0.7216357569722337
Fibroblast,666,0.7216181699163069
Fibroblast,667,0.7216005828603801
Fibroblast,668,0.7215829958044533
Fibroblast,669,0.7215654087485265
Fibroblast,670,0.7215478216925997
Fibroblast,671,0.7215302346366729
Fibroblast,672,0.7215126475807461
Fibroblast,673,0.7214950605248193
Fibroblast,674,0.7214774734688925
Fibroblast,675,0.7214598864129657
Fibroblast,676,0.7214422993570389
Fibroblast,677,0.721424712301112
Fibroblast,678,0.7214071252451852
Fibroblast,679,0.7213895381892584
Fibroblast,680,0.7213719511333316
Fibroblast,681,0.7213543640774048
Fibroblast,682,0.721336777021478
Fibroblast,683,0.7213191899655512
Fibroblast,684,0.7213016029096244
Fibroblast,685,0.7212840158536976
Fibroblast,686,0.7212664287977708
Fibroblast,687,0.721248841741844
Fibroblast,688,0.7212312546859172
Fibroblast,689,0.7212136676299904
Fibroblast,690,0.7211960805740636
Fibroblast,691,0.7211784935181368
Fibroblast,692,0.72116090646221
Fibroblast,693,0.7211433194062832
Fibroblast,694,0.7211257323503564
Fibroblast,695,0.7211081452944296
Fibroblast,696,0.7210905582385028
Fibroblast,697,0.721072971182576
Fibroblast,698,0.7210553841266492
Fibroblast,699,0.7210377970707224
Fibroblast,700,0.7210202100147955
Fibroblast,701,0.7210026229588687
Fibroblast,702,0.7306944095730152
Fibroblast,703,0.7306768225170884
Fibroblast,704,0.7306592354611616
Fibroblast,705,0.7306416484052348
Fibroblast,706,0.730624061349308
Fibroblast,707,0.7306064742933812
Fibroblast,708,0.7305888872374544
Fibroblast,709,0.7305713001815276
Fibroblast,710,0.7305537131256008
Fibroblast,711,0.730536126069674
Fibroblast,712,0.7305185390137472
Fibroblast,713,0.7305009519578204
Fibroblast,714,0.7304833649018936
Fibroblast,715,0.7304657778459668
Fibroblast,716,0.73044819079004
Fibroblast,717,0.7304306037341132
Fibroblast,718,0.7304130166781864
Fibroblast,719,0.7303954296222596
Fibroblast,720,0.7303778425663328
Fibroblast,721,0.730360255510406
Fibroblast,722,0.7303426684544791
Fibroblast,723,0.7303250813985523
Fibroblast,724,0.7303074943426255
Fibroblast,725,0.7302899072866987
Fibroblast,726,0.7302723202307719
Fibroblast,727,0.7302547331748451
Fibroblast,728,0.7302371461189183
Fibroblast,729,0.7302195590629915
Fibroblast,730,0.7302019720070647
Fibroblast,731,0.7301843849511379
Fibroblast,732,0.7301667978952111
Fibroblast,733,0.7301492108392843
Fibroblast,734,0.7301316237833575
Fibroblast,735,0.7301140367274307
Fibroblast,736,0.7300964496715039
Fibroblast,737,0.7300788626155771
Fibroblast,738,0.7300612755596503
Fibroblast,739,0.7300436885037235
Fibroblast,740,0.7300261014477967
Fibroblast,741,0.7300085143918699
Fibroblast,742,0.7299909273359431
Fibroblast,743,0.7299733402800163
Fibroblast,744,0.7299557532240895
Fibroblast,745,0.7299381661681626
Fibroblast,746,0.7299205791122358
Fibroblast,747,0.729902992056309
Fibroblast,748,0.7298854050003822
Fibroblast,749,0.7298678179444554
Fibroblast,750,0.7298502308885286
Fibroblast,751,0.7298326438326018
Fibroblast,752,0.729815056776675
Fibroblast,753,0.7297974697207482
Fibroblast,754,0.7297798826648214
Fibroblast,755,0.7297622956088946
Fibroblast,756,0.7297447085529678
Fibroblast,757,0.729727121497041
Fibroblast,758,0.7297095344411142
Fibroblast,759,0.7296919473851874
Fibroblast,760,0.7296743603292606
Fibroblast,761,0.7296567732733338
Fibroblast,762,0.729639186217407
Fibroblast,763,0.7296215991614802
Fibroblast,764,0.7296040121055534
Fibroblast,765,0.7295864250496266
Fibroblast,766,0.7295688379936998
Fibroblast,767,0.729551250937773
Fibroblast,768,0.7295336638818462
Fibroblast,769,0.7295160768259193
Fibroblast,770,0.7294984897699925
Fibroblast,771,0.7387258552595984
Fibroblast,772,0.7387082682036716
Fibroblast,773,0.7386906811477448
Fibroblast,774,0.738673094091818
Fibroblast,775,0.7386555070358912
